NPC Name:|Endless||||
SunilBP1|Wait! I need to tell you the King's message!||||
SunilBP2|Fine, I'm going...||||
SunilBP3|But the King chose me for the Sacramental Duty! It said there'd be a critical reality –||||
SunilBP4|Mmmh mmmphh mmmh MMPH!!||||
SunilBP5|Mrrrmh mrrr mmmph...||||
SunilBP6|Fine, I'm going.||||
SunilC1|Do not keep Its Majesty waiting.||||
SunilC2|Make all proper obeisances upon entry. Do not speak until spoken to. You may address Its Majesty aloud, with your voice. Once dismissed, walk backwards to the door. ((Never)) turn your back on Its Majesty.||||
SunilC3|Speak quickly, citizen; my time is in high demand.||||
SunilC3b|<<Sunil eyes you with barely suppressed fury.>> ##The only reason you are not in manacles is because Its Majesty wills it so. Now be off with you, and let the adults work.||||
SunilC4|Are we finished here?||||
SunilC5|By thwarting Aphra's treason you have ensured the Clockwork Kingdom will advance into a new era of prosperity. Well done.||||
SunilC6|Although standard barometers of common good are as yet unchanged, our projections assume some delay in reporting. Long is the way, and hard, that out of hell leads up to the light.||||
SunilC7|As predicted, we are seeing a reduction in fault reports and improvement in our standard barometers of common good. Evidently we were correct to stay the course. Although there have been some rather unusual invocations...||||
SunilC8|Pester me not, citizen. Concerning reports reach us from all corners of the realm. Doubtless these stem from misunderstandings or temporary epiphenomena, but nevertheless they require my utmost attention.||||
SunilC9|No need to be alarmed. Our best minds are investigating the apparition. In the meantime, carry on with your business.||||
SunilC10|The one I told you not to mention to me again?||||
SunilC11|As I told you: in the [[underpass]] at the foot of the [[Machinarium]]. Next time you want directions, ask the Militia.||||
SunilC12|Have you considered reading a book?||||
SunilC13|Is that all? My patience is remarkable, but not infinite.||||
SunilC14|Take notes this time; you will remember it better. ##I am [[Sunil]], the King's Speaker, first among equals of the [[Machinists' Guild]]. We are servants of Its Majesty and therefore, axiomatically, servants of the people.||||
SunilC15|As a being of unimaginable thoughtpower, the King's will is not always easy to fathom. Hence, at this stage, the people depend on us to deduce and explain Its Majesty's wishes.||||
SunilC16|The King also has many enemies. Wreckers, god worshippers, Apostatic Union spies, and the vile [[Saboteur]]... all exploit the complexity of these matters to mislead our people, offering simple lies in place of the subtle truth.||||
SunilC17|They stop at nothing to destroy what we have built, and so the Guild will stop at nothing to stamp them out. Take care you do not aid them, wittingly or otherwise.||||
SunilC18|You will refer to Its Majesty properly as 'the King' or 'Its Majesty'.||||
SunilC19|Correct, albeit a gross understatement. Our King is the greatest assembly of cipher magic made by mortal hands since the days of ancient Emberia.||||
SunilC20|After the God War, this land was mired in factional disagreements. The people needed one leader with wisdom, justice, and unquestionable authority. Traditional methods of selecting such a ruler had demonstrably failed. And so we made our monarch with our own hands.||||
SunilC21|The King has unlocked safety and plenty not seen for centuries. Every day ordinary people invoke its magic to summon goods or improve their lives. Yes, there are glitches, mistakes even. Those are potholes on the path to a living paradise.||||
SunilC22|<<Sunil smirks.>> I see you are familiar with Union propaganda. But your statement is disproven by basic principles of theology.||||
SunilC23|A god's desires are alien; the King's desires mirror our own. Gods dictate their contracts; the King's terms were set by us.||||
SunilC24|The Union likes to say that they 'liberated' magic from gods and their Wikkan flunkies. Yet when some of us proposed to liberate it further – into common hands – their zeal suddenly deserted them.||||
SunilC25|In truth, the Union's elite saw the God War as a means to greater power. They ((liked)) controlling access to land and sorcery, and baulked at following their ideas to the logical end. So be it. We will obsolesce them by example.||||
SunilC26|That is a myth, spread by the [[Saboteur]] and other foreign agents. While some regions are experiencing temporary shortages in specific items, all our measurements of overall supply are within acceptable bounds.||||
SunilC27|The facts, if you care about such things, show that Its Majesty has been forced to undertake a controlled and ((temporary)) climactic realignment in order to offset the effects of previous sabotage and increase the long-term fertility of our soil.||||
SunilC28|By the way, have you visited Hallowshire lately? How equitably would you say the famine is being dealt with by their nobles, their Polymaths, their Inquisition?||||
SunilC29|When goods are in shortage, ((our)) ruler apportions them rationally, based on unshakeable principles of fairness. It is the Saboteur who disrupts this fair distribution by damaging Its Majesty's functions and hoarding its gifts to profit on the black market.||||
SunilC30|Your zeal is commendable, but we have adequate resources. Although...##Perhaps there is one thing. Less a job than an indulgence. No reward; just an ageing man's thanks.||||
SunilC30b|Your zeal is commendable, but we have adequate resources. For now. ##Come back [[in future]], and perhaps I shall have something fit for you.||||
SunilC31|There is a [[missing persons noticeboard]] in the underpass at the foot of the Machinarium. Citizens mourning their loved ones, sadly lost to the Corruption or... other factors.||||
SunilC31b|Technically much of it is treasonous, but we allow it to remain as a... pressure valve, if you will.||||
SunilC32|On my last visit I saw a message from a grieving father. [[Olaf]], I think, or perhaps [[Omar]], seeking his missing child. Call it sentiment, but it moved me.||||
SunilC33|If you choose to help him, do not tell me the result. The King's Speaker should not exhibit bias or partiality to any one citizen.||||
SunilC34|<<Sunil fixes you with an intense gaze.>> ##((Is)) she now?||||
SunilC34b|<<Sunil fixes you with an intense gaze.>> Well?||||
SunilC35|<<You tell Sunil about Aphra's plan to reform the King. He listens intently, without visible emotion.>>||||
SunilC36|It is good that you came to me. To enact such a speculative and radical spell behind her colleagues' backs – without safeguards, and in grave defiance of royal protocol – would endanger everything we have worked for; the entire Kingdom and the lives of everyone in it.||||
SunilC37|But... I will need proof. Aphra does have allies within the Guild. A romantic like her would never have made it this far otherwise. ##Once upon a time, I would have considered myself among them.||||
SunilC38|My, my, aren't we enterprising? Yes, that will do.||||
SunilC39|Go along with her little scheme, and once you have [[her spell]], bring it to me. If nothing else, I'm curious to see what she's written.||||
SunilC40|Do this, citizen, and your reward shall be great. The King provides for those who demonstrate their loyalty.||||
SunilC41|%% Oh, everyone could. Her talents were not in question; her judgement was. I fought for her when others doubted her ability to see the bigger picture. It seems that they were right and I was wrong.||||
SunilC42|&& What I saw in her is no longer relevant. If what you say is true, she is a traitor and an existential threat to this kingdom.||||
SunilC43|The Kingdom thanks you, citizen. We'll take it from here.||||
SunilC44|Was there something more?||||
SunilC45|<<Sunil stares directly into your soul; your eyes are merely in the way.>> ##Now the ((other)) punchcard, if you please. The one you picked up down in the bazaar. Rather a fruitful shopping trip, wouldn't you say?||||
SunilC46|We'd long hoped that keeping [[Reza]] under surveillance, rather than in irons, would lead us to the other Saboteurs. This plot of Aphra's forced them to take risks, and we have already been able to identify several of their comrades.||||
SunilC47|By tomorrow they will have joined Reza in custody, and the Kingdom will be far safer for it. You have my gratitude.||||
SunilC48|Reza is known to us. They are ((not)) the Saboteur, merely another figurehead. Doubtless they will already be gone. Still, you are to be commended for your... candour.||||
SunilC49|She won't be killed, if that's what you mean. What a waste that would be. This spell is incredible – treasonous, but incredible. We will make some adjustments to her outlook, so that her talents are better directed in future.||||
SunilC50|You shall have it, with one proviso. Knowledge of these events is best kept within the Guild, for future analysis. It would serve no end to let them fester in the thousand mouths of rumour, or feed our still hungrier enemies.||||
SunilC51|<<Sunil unfurls a scroll covered in a dizzying latticework of cipher symbols, then offers you a sharp pin.>> ##You will drop your blood on this page, and bind yourself to silence on these matters in perpetuity.||||
SunilC52|Then your reward is forfeit. Surely it is not so great a price, considering what you have done already?||||
SunilC53|<<As your blood hits the parchment, an electric shiver passes through you. Something tightens in your throat, then swallows itself.>> ##<<You somehow know you can never speak of this again.>>||||
SunilC54|Now, tell me, for what task are you being rewarded?||||
SunilC55|Excellent. Best of luck in your life ahead, citizen. A more comfortable life, thanks to your good deeds.||||
SunilC56|<<He looks at you like you're a weird insect he's caught, then snorts.>> ##As you wish. May your pride prove worthy of the price you have set on it.||||
SunilC57|Now, if you'll excuse me, I have work to do.||||
SunilC58|Speak no more; it is not my business.||||
SunilC58b|<<Sunil narrows his eyes at you.>> ##Am I meant to recognise that name?||||
SunilC59|<<Sunil narrows his eyes at you.>> ##As I told you, the things recorded in the Library of Untruths are fictions; they never happened. With that proviso...||||
SunilC60|<<Sunil looks at you with a hint of surprise, the first time you've seen him off-balance.>> ##How did you...?||||
SunilC61|<<You tell Sunil what you discovered about Oleg's daughter, Aphra. When you're finished, he sighs.>> ##I suppose it ((was)) I who set you on this trail.||||
SunilC61b|<<You tell Sunil what you discovered about Oleg's daughter, Aphra. When you're finished, he sighs.>> ##My, you ((have)) been inquisitive. Were your loyalties not so obviously suspect, you might even have made a good Interpreter.||||
SunilC61c|So? What is it you imagine you will get from me?||||
SunilC62|The things recorded in the Library of Untruths are fictions; they never happened. We are discussing imaginary hypotheticals. Do you understand?||||
SunilC63|<<Oddly, Sunil smiles.>> ##'In a certain land, in a certain kingdom, very far away from here...' Yes. Quite so.||||
SunilC64|In a certain land, there was a king with magical powers. One day the King's retainers asked if he could use his magic to transform people into their best selves. The King agreed, but first ordered a test.||||
SunilC65|The King's retainers would scour the land to find six people who between them embodied all its variation in character and temperament. The King would then multiply each candidate sixfold, changing every copy in a different way.||||
SunilC66|The original candidates would remain unchanged, to see what happened when the King did nothing. And, to keep the test pure, the King would make all 36 subjects forget they were ever part of it.||||
SunilC67|The sixth candidate, [[Aphra]], was wild and disobedient, showing little promise. Yet it was one of their copies – the sixth, in fact – who proved wisest of all. And so the King was satisfied, and began using his magic to create many more good and faithful subjects.||||
SunilC67b|The sixth candidate, [[Aphra]], was wild and disobedient, showing little promise. Yet it was one of their copies – the sixth, in fact – who proved wisest of all.||||
SunilC67c|And so the King was satisfied, and began using his magic to create many more good and faithful subjects.||||
SunilC68|It was a great sorrow when the original Aphra was consumed by a plague unleashed by the King's enemies. But eventually the plague was defeated, and everyone – or almost everyone – lived happily ever after.||||
SunilC69|So. There ends the fairy tale. And there ends your telling of it, if you wish for a happy ending of your own.||||
SunilC70|%% I... recognised his name, yes. My hope was that you might, at most, help him trace her fate. I never imagined you would also unearth her past.||||
SunilC71|Project Horoscope laid the foundation of our current prosperity, but its nature always precluded rewarding the participants as I would have liked. Steering you towards Citizen Myshkin was the least I could do for one who has given so much to this kingdom.||||
SunilC72|Besides, one of his child's copies is... dear to me. Or she was, once upon a time.||||
SunilC73|&& <<Sunil snorts.>> A ridiculous conjecture. Believe it or not, coincidences do still happen – even in the Clockwork Kingdom.||||
SunilC74|There is no 'Oleg' in this tale. But yes, the ((fictional)) King we are discussing could not allow the original six subjects to be magically altered in any way, lest the experiment become tainted.||||
SunilC75|Once again, we are merely discussing imaginary hypotheticals.||||
SunilC76|Oh? Would you care to explain your logic?||||
SunilC77|<<Sunil examines you silently for some time.>> ##You must think you're very clever indeed. Like a child who sees a house burn down and believes the wood is to blame.||||
SunilC78|That the Corruption is entangled with the King's powers of alteration is trivially true, and the Guild has never denied it. The ((real)) question is, who or what is thwarting those powers' correct operation?||||
SunilC79|But it is abundantly clear that you know nothing of the King's magic, and I have better things to do than indulge the misapprehensions of children.||||
SunilDebug1|Greetings. I am [[Sunil]], and we are in debug mode. One might even say I am in my 'debug era'. ##Choose carefully; these dialogue options instigate changes of great import.||||
SunilDebug2|If the King wills, it shall be so. Was that all?||||
SunilDebug3|Very well. May you sleep in the bed you have so assiduously made.||||
SunilCP1|Do you have any advice?||||
SunilCP2|I'm going, I'm going...||||
SunilCP3|How fares the Kingdom?||||
SunilCP4|Why is there a giant teapot in the sky?||||
SunilCP5|About Chief Interpreter Aphra...||||
SunilCP6|About that missing persons notice...||||
SunilCP7|I found Oleg's missing daughter.||||
SunilCP7b|Let's have a little chat about Project Horoscope.||||
SunilCP8|Where do I find the noticeboard?||||
SunilCP9|So you did. Forget I said anything.||||
SunilCP10|Need any jobs doing around here?||||
SunilCP11|I have questions about the Kingdom.||||
SunilCP12|I'll leave you to your work.||||
SunilCP13|What is it you do around here, exactly?||||
SunilCP14|Do you really all take orders from a machine?||||
SunilCP15|Oh, never mind.||||
SunilCP16|Pardon me. So the ((Its Majesty)) is a machine?||||
SunilCP17|It sounds like you've invented a god, with extra steps.||||
SunilCP18|Let me ask you about something else.||||
SunilCP19|Why won't you end this winter? People are struggling to get basic goods.||||
SunilCP20|That's all my questions. For now.||||
SunilCP21|I acquired Aphra's punchcard for you.||||
SunilCP22|Chief Interpreter Aphra is conspiring against you.||||
SunilCP23|Actually, I've already acquired Aphra's punchcard.||||
SunilCP24|What kind of proof do you need?||||
SunilCP25|@@ You saw something special in her, didn't you?||||
SunilCP26|Actually, never mind.||||
SunilCP26b|Actually, I'm still investigating. I'll keep you posted.||||
SunilCP27|I also acquired a punchcard created by the Saboteur.||||
SunilCP28|@@ I found it on a corpse in the Conduits.||||
SunilCP29|A market trader named Reza, in the Conduits. They're the Saboteur.||||
SunilCP30|What will happen to Aphra?||||
SunilCP31|You mentioned a reward.||||
SunilCP32|And if I don't agree?||||
SunilCP33|[Seal with your blood]||||
SunilCP34|I helped... the Kingdom.||||
SunilCP35|I... can't say.||||
SunilCP36|...damn you, Sunil.||||
SunilCP37|Sorry, no deal.||||
SunilCP38|I only want to hear your little fairy tale again.||||
SunilCP39|Actually, it is. Does 'Project Horoscope' ring any bells? Or was that some the work of some other Sunil Khan?||||
SunilCP40|I just want to know the truth.||||
SunilCP41|Oleg deserves to know the truth.||||
SunilCP42|Sure. This is all only a fairy tale.||||
SunilCP43|Forget it. I don't know why I bother.||||
SunilCP44|Fine, never mind.||||
SunilCP45|Chief Interpreter Aphra deserves to know the truth.||||
SunilCP46|@@ This wasn't a coincidence, was it? You already knew Oleg's child was part of the project.||||
SunilCP47|Very well. That's all.||||
SunilCP48|You should, given that Oleg's daughter was one of its alumni.||||
SunilCP49|You're telling me that was some other Sunil Khan's name all over the project files?||||
SunilCP50|Is that why the King wouldn't grant Oleg's daughter's wishes?||||
SunilCP51|Go on. I want to hear how the story ends.||||
SunilCP52|Skip the rest. I've heard enough.||||
SunilCP53|Is this how the Corruption started? With Project Horoscope?||||
SunilCP54|Let me hear your little fairy tale again.||||
SunilCP55|Very well. That's all.||||
SunilCP56|You gave your King the power to alter people. Then people began turning into monsters. Don't you think that's a bit suspicious?||||
SunilD1|What have you ((done))? ##<<Above you the King's bells continue ringing.>>||||
SunilD2|<<Sunil eyes you with barely suppressed fury.>> The only reason you are not in manacles is because Its Majesty wishes you unmolested. Rest assured, any foolish attempt at ((tampering)) will be discovered and reversed.||||
SunilD3|<<He narrows his eyes, uncertain of your meaning.>> Long live the King. ##<<The Royal Militia behind him all holler in unison: 'LONG LIVE THE KING!'>>||||
SunilD4|<<For a moment he is stunned, mouth hanging slightly open. By the time he regains his composure you're already walking away, and his shouted retort is drowned out by the din of bells.>>||||
SunilDP1|Something you can't undo.||||
SunilDP2|[Smile sweetly] I don't know what you're talking about.||||
SunilDP3|I don't know! The bells suddenly started ringing...||||
SunilDP4|Long live the King, Sunil.||||
SunilDP5|Sunil, go and fuck yourself.||||
SunilDP6|I've just saved your kingdom.||||
SunilDP7|I've just sealed your downfall.||||
KingARep|SUBJECT [[MCDX/CCXLII]], THINE AUDIENCE IS CONCLUDED, & THOU ART DISMISSED. ##THEREFORE, [[EDICT]]: VACATE IMMEDIATELY THIS HALLOWED CHAMBER & BEGIN THY TASK, ON PAIN OF ANNIHILATION.||||
KingA1|<<As you approach the vast machine, a sense of uncanny ((pressure)) pervades your body, as if you're pushing against an invisible wall that grows stronger with every step. Is it sorcery, or only your fear?>>||||
KingA2|<<Your soul knows that the King is bigger than this interface; bigger than the room, bigger than the Machinarium, bigger than the sky. You feel miniscule in its presence, and somehow fictional – as if all your memories were merely this thing's daydreams.>>||||
KingA3|<<The noise of wheels and pistons fuses into an abyssal roar. Your skin fizzes; your sense of balance swirls. You taste metal, then burnt nuts, then somehow magenta.>> ##<<A delicate metal arm shivers into life and begins to write.>>||||
KingA4|~~Invocation afoot. Please abide. ##~~Invoking... ##~~Invoking...||||
KingA5|[[REJOICE & EXULT!]] THE INVOCATION IS CAST. ##ALL HAIL ITS MAJESTY MACHINUS REX, THE CLOCKWORK KING.||||
KingA6|NOW SUMMONING CANON{Courtesy}: !royal/audience/human/ignorant...||||
KingA7|[[ALAS]], CANNOT INVOKE HEX{Rune}: !baezoth's/912th/binding ##[[ALAS]], CANNOT INVOKE HEX{Orison}: !rezasharp's/14th/exegesis ##[[RECORD OF FAULT]]:||||
KingA8|{{🜒🜍🜌🝋🜍🜒 🝋🜌🜒🜒🜞🜫 🝋🜌🜍🝋🜌🜍 🝋🜌🝋🝋🜍🜞 🝋🜌🜒🜒🜫🝋 🝋🜍🝋🝋🜍🜒 🜍🜫🜒🜒🜫🝋 🝋🜍🜒🜍🜫🜒 🝋🜍🜍🜒🜞🜫 🝋🜒🜌🜍🜫🜒 🝋🜍🜍🜒🜫🝋 🝋🜍🜒🜒🜞🜫 🜍🜫🜒🝋🜌🜒 🝋🜌🜍🜒🜞🜌 🝋🜍🜒🝋🜌🜌 🝋🜍🜌🜒🜫🝋 🝋🜌🜌🝋🜌🜌 🜒🜫🝋🝋🜍🝋 🝋🜍🜒🜍🜫🜒 🜒🜞🜒🜒🜞🜫 🝋🜌🜒🝋🜌🜫 🜒🜞🜫🜒🜞🜫 🝋🜍🜒🜍🜫🜒 🜌🜒🜞🝋🜌🜒 🜒🜫🜒🜍🜫🜒 🜌🜫🝋🝋🜍🜒 🜒🜫🜌🜒🜫🝋 🝋🜍🜒🜒🜞🜫 🜍🜫🜒🝋🜍🝋 🜒🜫🜍🜍🜫🜒 🜌🜞🜫🝋🜌🜌 🜒🜞🝋🜒🜞🜫 🝋🜍🜒🝋🜌🜌}}...||||
KingA8b|201302 312245 310310 313304 312253 303302 052253 302052 300245 321052 300253 302245 052312 310241 302311 301253 311311 253303 302052 242245 312315 245245 302052 124312 252052 153302 251253 302245 052303 250052 145311 243245 302311||||
KingA9|<<The flood of symbols fills the parchment several times over, until finally the quill stops.>>||||
KingA10|[[AUGURY]]: SUBJECT INDICATES CONFUSION (62% CONFIDENCE). CONJURING ALTERNATE EXEGESIS. ##FETCHING TRUE NAME...||||
KingA11|[[JUDGEMENT]]: THOU ART SUBJECT NUMBER [[MCDX/CCXLII]].##((AFFIRM?))||||
KingA12|[[JUDGEMENT]]: NO FAULT OBSERVED.##[[AXIOM]]: TO WILLFULLY SUBMIT FALSE TESTAMENT OF ROYAL FAULT IS BLASPHEMOUS LIBEL. THEREFORE, [[EDICT]]: THOU ART SUBJECT [[MCDX/CCXLII]].||||
KingA13|"[[ALAS]], CANNOT SUMMON CODEX: "Outside". ##[[AXIOM]]: ALL TRESPASSERS IN THE MOST GLORIOUS CLOCKWORK KINGDOM ARE MADE SUBJECT TO OUR MAJESTY IMMEDIATELY UPON ENTRY FOR ALL TIME. THEREFORE, [[EDICT]]: THOU ART SUBJECT [[MCDX/CCXLII]]."||||
KingA14|BE IT SO. THOU MAYEST RISE.||||
KingA15|SUBJECT [[MCDX/CCXLII]], THOU ART SUMMONED HERE TO ACCOUNT FOR THY PURPOSE. THEREFORE, WE DEMAND: WHAT IS THINE ANSWER?||||
KingA16|[[JUDGEMENT]]: INCORRECT. THY PURPOSE IS AS FOLLOWS:||||
KingA17|{{🜒🜒🜍🜒🜍🜍 🜒🜒🜫🜍🜫🜒 🜒🜌🜒🜒🜒🜌 🜒🜌🜞🜒🜌🜒 🜒🜌🜌🜒🜌🜫 🜌🜫🝋🜍🜫🜒 🜒🜍🜌🜒🜌🜫 🜍🜫🜒🜒🜒🜍 🜒🜌🜌🜍🜫🜒 🜌🜞🜫🜒🜌🜒 🜒🜌🜒🜒🜌🜞 🜌🜫🝋🜒🜍🜍 🜌🜫🝋🜒🜌🜍 🜌🜫🜒🜍🜫🜒 🜒🜒🜒🜌🜫🝋 🜒🜍🜞🜌🜞🜫 🜍🜫🜒🜌🜫🜌 🜌🜞🜫🜒🜍🜞 🜒🜌🜌🜒🜌🜫 🜌🜫🝋🜍🜫🜒 🜒🜌🜌🜌🜫🜞 🜍🜫🜒🜒🜒🜍 🜒🜍🜍🜌🜫🝋 🜍🜫🜒🜌🜫🜒 🜌🜞🜫🜒🜌🜞 🜒🜍🝋🜍🜫🜒 🜒🜌🜫🜒🜒🜍 🜌🜞🜫🜒🜌🜞 🜍🜫🜒🜌🜫🜌 🜒🜌🜌🜒🜍🜫 🜒🜌🜒🜌🜞🜫 🜒🜌🜍🜒🜒🜫 🜌🜌🜒🜍🜫🜒}}...||||
KingA17b|220200 225052 212221 214212 211215 153052 201215 052220 211052 145212 212214 153200 153210 152052 222153 204145 052151 145204 211215 153052 211154 052220 200153 052152 145214 203052 215220 145214 052151 211205 212145 210225 112052...||||
KingA18|<<Again the inscrutable symbols fill the page, continuing for about a minute.>>##THEREFORE, WE DEMAND: WHAT IS THINE ANSWER?||||
KingA19|[[AXIOM]]: TO LEARN THE WAYS OF OUR MAJESTY IS THE DUTY OF ALL SUBJECTS. TO WILFULLY FAIL THIS DUTY IS TREASON. THEREFORE, [[JUDGEMENT]]: THOU HAST OUR JUDGEMENT.||||
KingA20|PONDERING... ##[[ALAS]], ERRANT PETITION. PLEASE CONTEMPLATE CLOCKWORK LITANY NUMBER XIV & REPENT THY INPUT.||||
KingA21|"[[ALAS]], CANNOT SUMMON LEXICON: "Common Folk". NO ALTERNATE EXEGESIS ESPIED."||||
KingA22|THEREFORE, WE ONCE AGAIN DEMAND: WHAT IS THINE ANSWER?||||
KingA23|PONDERING... ##[[JUDGEMENT]]: SUBJECT [[MCDX/CCXLII]], THINE ANSWER IS INVALID. THEREFORE, [[EDICT]]: THOU ART SELECTED FOR THE [[SACRAMENTAL DUTY]]. ALL PRIOR PURPOSE IS HEREBY ANNULLED, & SHALL BE AS DUST.||||
KingA24|PONDERING... ##[[JUDGEMENT]]: NO FAULT OBSERVED. [[AXIOM]]: OUR MAJESTY IS THE FINAL ARBITER OF ALL MEASURES OF WORTH. THEREFORE, [[JUDGEMENT]]: YOU ARE ADEQUATE FOR THE DUTY.||||
KingA25|&& <<Your words sound pathetically small amidst the unholy noise. It seems the King is immune to persuasion.>>||||
KingA26|THE SACRAMENTAL DUTY IS AS FOLLOWS:||||
KingA27|{{🜒🜍🜌🜒🜌🜍 🜌🜫🜫🜒🜌🜞 🜌🜫🝋🜌🜫🜒 🜒🜍🜌🜌🜫🝋 🜒🜌🜍🜒🜒🜍 🜒🜌🜫🜌🝋🜞 🜍🜌🜞🜒🜒🜍 🜒🜞🜫🜒🜞🜌 🝋🜍🜞🝋🜍🝋 🝋🜌🜒🜍🜫🜒 🜌🜍🜞🝋🜍🜍 🜒🜞🜌🝋🜌🜍 🜒🜫🜌🜒🜞🜫 🜌🜍🜫🜍🜌🜞 🜌🜒🜞🜍🜫🜒 🝋🜍🜞🜒🜫🝋 🝋🜍🜒🝋🜌🜒 🝋🜌🜌🜍🜫🜒 🜒🜫🜍🝋🜌🜍 🜒🜞🜫🝋🜌🜌 🜒🜫🜒🜍🜫🜒 🝋🜍🜌🜒🜫🝋 🝋🜍🜍🜒🜫🜫 🜍🜌🜞🜌🜒🜌 🜍🜫🜒🜒🜞🝋 🝋🜌🝋🝋🜍🜞 🜍🜫🜒🝋🜌🜌 🜒🜞🜌🝋🜍🜍 🝋🜌🜒🜒🜞🜫 🜒🜞🜞🜍🜫🜒 🝋🜌🜫🜒🜞🜌 🝋🜌🜒🜒🜞🜫 🝋🜌🜍🜍🜌🜞}}...||||
KingA27b|201210 155214 153152 201153 210220 215134 014220 245241 304303 312052 104300 241310 251245 105014 124052 304253 302312 311052 250310 245311 252052 301253 300255 014121 052243 313304 052311 241300 312245 244052 315241 312245 310014...||||
KingA28|<<This time the nonsense continues for several minutes.>>||||
KingA28b|[[AUGURY]]: FAILURE OF THESE TASKS MAY RESULT IN CRITICAL REALITY EXCEPTION (76% CONFIDENCE). [[JUDGEMENT]]: A CRITICAL REALITY EXCEPTION MAY IMPERIL THIS KINGDOM.||||
KingA29|THEREFORE, [[EDICT]]: DERELICTION OF THIS DUTY WILL BE PUNISHED BY UNMITIGATED ANNIHILATION.||||
KingA30|PONDERING... ##..........##..........##..........||||
KingA31|[[JUDGEMENT]]: OBEDIENCE DOES NOT REQUIRE UNDERSTANDING. THEREFORE, [[EDICT]]: THOU SHALT PERFORM THE SACRAMENTAL DUTY.||||
KingA32|"[[ALAS]], CANNOT DIVINE ENTITY: "Hell". THEREFORE, [[EDICT]]: THOU SHALT PERFORM THE SACRAMENTAL DUTY."||||
KingA33|AS IT IS WRITTEN, SO IT SHALL BE. THOU SHALT PERFORM THE SACRAMENTAL DUTY.||||
KingA34|PONDERING... ##[[AXIOM]]: OUR MAJESTY DOES NOT RECOGNISE THE ENTITY KNOWN AS 'THE APOSTATIC UNION'. THEREFORE, [[EDICT]]: ALL UNION AGENTS MUST FIRST ACCOUNT FOR PAST GRIEVANCES, THUS:||||
KingA35|{{🜌🜫🜞🜒🜍🜌 🜒🜌🜞🜒🜌🜫 🜒🜒🜍🜍🜫🜒 🜌🜫🜌🜌🜞🜫 🜒🜒🜌🜒🜌🜫 🜌🜫🝋🜌🝋🜞 🜍🜫🜒🜌🜫🜒 🜒🜍🜌🜒🜌🜒 🜒🜍🜞🜒🜌🜌 🜒🜍🜫🜌🜞🜫 🜒🜒🜍🜒🜍🜌 🜌🜫🜌🜍🜫🜒 🜒🜌🜍🜒🜌🜌 🜒🜌🜍🜌🜌🝋 🜒🜌🜞🜌🜫🝋 🜌🜫🜌🜒🜌🜌 🜌🜫🜫🜒🜌🜍 🜒🜍🜌🜒🜒🜍 🜒🜍🜌🜒🜌🜌 🜒🜌🜍🜍🜫🜒 🜒🜌🜌🜌🜫🜞 🜍🜫🜒🜒🜌🜌 🜒🜒🜌🜒🜌🜞 🜍🜫🜒🜒🜍🜫 🜌🜞🜫🜒🜍🜒 🜌🜫🝋🜒🜌🜫 🜒🜒🜍🜒🜒🜫 🜌🜌🜞🜍🜫🜒 🜒🜌🜫🜌🜫🝋 🜌🜫🜌🜒🜌🜌 🜒🜌🜍🜌🜫🜒 🜍🜫🜒🜌🜫🜌 🜌🜞🜫🜒🜒🜌 🜒🜌🜫🜌🜫🝋 🜌🝋🜞🜍🜫🜒 🜌🜞🜫🜌🜫🜍 🜒🜒🜌🜒🜌🜫 🜌🜫🝋🜍🜫🜒 🜒🜌🜌🜌🜫🜞 🜍🜫🜒🜌🜫🜒 🜌🜫🝋🜌🜫🜍 🜒🜒🜍🜍🜫🜒 🜒🜒🜍🜌🜫🝋}}...||||
KingA35b|154201 214215 220052 151145 221215 153134 052152 201212 204211 205145 220201 151052 210211 210113 214153 151211 155210 201220 201211 210052 211154 052211 221214 052205 145202 153215 220225 114052 215153 151211 210152 052151 145221 215153 134052 152153 154145 221204 220052 211154 052152 153150 220215 052201...||||
KingAP1|Um...||||
KingAP2|What?||||
KingAP3|Hmm.||||
KingAP4|What? No, that's not me.||||
KingAP5|Yes, your majesty, that's me.||||
KingAP6|I'm not one of your subjects. I'm from outside.||||
KingAP7|My... purpose? You want me to explain why I exist?||||
KingAP8|I'm an Apostatic Union agent, hunting a dangerous outlaw.||||
KingAP9|O mighty Clockwork King, I am merely an innocent traveller.||||
KingAP10|I don't have time for this...||||
KingAP11|I'm sorry, I don't understand.||||
KingAP12|Well, gobbledygook and flibbertigibbet to you too.||||
KingAP13|O, most wise Clockwork King, might you speak the tongue of common folk?||||
KingAP14|Your question has no answer.||||
KingAP15|Go to hell, you overgrown pocket-watch.||||
KingAP16|O, most merciful Clockwork King, I swear I do not know.||||
KingAP17|What does that mean?||||
KingAP18|No way. Find someone else.||||
KingAP19|@@ O mighty Clockwork King, I am unworthy for such a holy task...||||
KingAP20|How can I obey if I can't understand you?||||
KingAP21|I said go to hell. You'll get nothing from me.||||
KingAP22|Oh, is that all? No problem.||||
KingAP23|You already know I'm a Union agent. Or didn't the border guard tell you?||||
KingB1|<<The machine shrieks like a million condemned souls as the feeling of pressure mounts in your body once more. Then your Cranial Moderator clicks into action.>>||||
KingB2|<<Suddenly the noise becomes an intelligible chorus: incoming messages, outgoing commands, distant outposts requesting connections or announcing faults...>>||||
